"1-1002000","21-1002000"
"1-1002001","21-1002001"
"1-1002002","21-1002002"
"1-1002003","21-1002003"
"1-1002004","21-1002004"
"1-1002005","21-1002005"
"1-1002006","21-1002006"
"1-1002007","21-1002007"
"1-1002008","21-1002008"
"1-1002009","21-1002009"
"1-1002010","21-1002010"
"1-1002011","21-1002011"
"1-1002012","21-1002012"
"1-1002013","21-1002013"
"1-1002014","21-1002014"
"1-1002015","21-1002015"
"1-1002016","21-1002016"
"1-1002017","21-1002017"
"1-1002018","21-1002018"
"1-1002019","21-1002019"
"1-1002020","21-1002020"
"1-1002021","21-1002021"
"1-1002022","21-1002022"
"1-1002023","21-1002023"
"1-1002024","21-1002024"
"1-1002025","21-1002025"
"1-1002026","21-1002026"
"1-1002027","21-1002027"
"1-1002028","21-1002028"
"1-1002029","21-1002029"
"1-1002030","21-1002030"
"1-1002031","21-1002031"
"1-1002032","21-1002032"
"1-1002033","21-1002033"
"1-1002034","21-1002034"
"1-1002035","21-1002035"
"1-1002036","21-1002036"
"1-1002037","21-1002037"
"1-1002038","21-1002038"
"1-1002039","21-1002039"
"1-1002040","21-1002040"
"1-1002041","21-1002041"
"1-1002042","21-1002042"
"1-1002043","21-1002043"
"1-1002044","21-1002044"
"1-1002045","21-1002045"
"1-1002046","21-1002046"
"1-1002047","21-1002047"
"1-1002048","21-1002048"
"1-1002049","21-1002049"
"1-1002050","21-1002050"
"1-1002051","21-1002051"
"1-1002052","21-1002052"
"1-1002053","21-1002053"
"1-1002054","21-1002054"
"1-1002055","21-1002055"
"1-1002056","21-1002056"
"1-1002057","21-1002057"
"1-1002058","21-1002058"
"1-1002059","21-1002059"
"1-1002060","21-1002060"
"1-1002061","21-1002061"
"1-1002062","21-1002062"
"1-1002063","21-1002063"
"1-1002064","21-1002064"
"1-1002065","21-1002065"
"1-1002066","21-1002066"
"1-1002067","21-1002067"
"1-1002068","21-1002068"
"1-1002069","21-1002069"
"1-1002070","21-1002070"
"1-1002071","21-1002071"
"1-1002072","21-1002072"
"1-1002073","21-1002073"
"1-1002074","21-1002074"
"1-1002075","21-1002075"
"1-1002076","21-1002076"
"1-1002077","21-1002077"
"1-1002078","21-1002078"
"1-1002079","21-1002079"
"1-1002080","21-1002080"
"1-1002081","21-1002081"
"1-1002082","21-1002082"
"1-1002083","21-1002083"
"1-1002084","21-1002084"
"1-1002085","21-1002085"
"1-1002086","21-1002086"
"1-1002087","21-1002087"
"1-1002088","21-1002088"
"1-1002089","21-1002089"
"1-1002090","21-1002090"
"1-1002091","21-1002091"
"1-1002092","21-1002092"
"1-1002093","21-1002093"
"1-1002094","21-1002094"
"1-1002095","21-1002095"
"1-1002096","21-1002096"
"1-1002097","21-1002097"
"1-1002098","21-1002098"
"1-1002099","21-1002099"
"1-1002100","21-1002100"
"1-1002101","21-1002101"
"1-1002102","21-1002102"
"1-1002103","21-1002103"
"1-1002104","21-1002104"
"1-1002105","21-1002105"
"1-1002106","21-1002106"
"1-1002107","21-1002107"
"1-1002108","21-1002108"
"1-1002109","21-1002109"
"1-1002110","21-1002110"
"1-1002111","21-1002111"
"1-1002112","21-1002112"
"1-1002113","21-1002113"
"1-1002114","21-1002114"
"1-1002115","21-1002115"
"1-1002116","21-1002116"
"1-1002117","21-1002117"
"1-1002118","21-1002118"
"1-1002119","21-1002119"
"1-1002120","21-1002120"
"1-1002121","21-1002121"
"1-1002122","21-1002122"
"1-1002123","21-1002123"
"1-1002124","21-1002124"
"1-1002125","21-1002125"
"1-1002126","21-1002126"
"1-1002127","21-1002127"
"1-1002128","21-1002128"
"1-1002129","21-1002129"
"1-1002130","21-1002130"
"1-1002131","21-1002131"
"1-1002132","21-1002132"
"1-1002133","21-1002133"
"1-1002134","21-1002134"
"1-1002135","21-1002135"
"1-1002136","21-1002136"
"1-1002137","21-1002137"
"1-1002138","21-1002138"
"1-1002139","21-1002139"
"1-1002140","21-1002140"
"1-1002141","21-1002141"
"1-1002142","21-1002142"
"1-1002143","21-1002143"
"1-1002144","21-1002144"
"1-1002145","21-1002145"
"1-1002146","21-1002146"
"1-1002147","21-1002147"
"1-1002148","21-1002148"
"1-1002149","21-1002149"
"1-1002150","21-1002150"
"1-1002151","21-1002151"
"1-1002152","21-1002152"
"1-1002153","21-1002153"
"1-1002154","21-1002154"
"1-1002155","21-1002155"
"1-1002156","21-1002156"
"1-1002157","21-1002157"
"1-1002158","21-1002158"
"1-1002159","21-1002159"
"1-1002160","21-1002160"
"1-1002161","21-1002161"
"1-1002162","21-1002162"
"1-1002163","21-1002163"
"1-1002164","21-1002164"
"1-1002165","21-1002165"
"1-1002166","21-1002166"
"1-1002167","21-1002167"
"1-1002168","21-1002168"
"1-1002169","21-1002169"
"1-1002170","21-1002170"
"1-1002171","21-1002171"
"1-1002172","21-1002172"
"1-1002173","21-1002173"
"1-1002174","21-1002174"
"1-1002175","21-1002175"
"1-1002176","21-1002176"
"1-1002177","21-1002177"
"1-1002178","21-1002178"
"1-1002179","21-1002179"
"1-1002180","21-1002180"
"1-1002181","21-1002181"
"1-1002182","21-1002182"
"1-1002183","21-1002183"
"1-1002184","21-1002184"
"1-1002185","21-1002185"
"1-1002186","21-1002186"
"1-1002187","21-1002187"
"1-1002188","21-1002188"
"1-1002189","21-1002189"
"1-1002190","21-1002190"
"1-1002191","21-1002191"
"1-1002192","21-1002192"
"1-1002193","21-1002193"
"1-1002194","21-1002194"
"1-1002195","21-1002195"
"1-1002196","21-1002196"
"1-1002197","21-1002197"
"1-1002198","21-1002198"
"1-1002199","21-1002199"
"1-1002200","21-1002200"
"1-1002201","21-1002201"
"1-1002202","21-1002202"
"1-1002203","21-1002203"
"1-1002204","21-1002204"
"1-1002205","21-1002205"
"1-1002206","21-1002206"
"1-1002207","21-1002207"
"1-1002208","21-1002208"
"1-1002209","21-1002209"
"1-1002210","21-1002210"
"1-1002211","21-1002211"
"1-1002212","21-1002212"
"1-1002213","21-1002213"
"1-1002214","21-1002214"
"1-1002215","21-1002215"
"1-1002216","21-1002216"
"1-1002217","21-1002217"
"1-1002218","21-1002218"
"1-1002219","21-1002219"
"1-1002220","21-1002220"
"1-1002221","21-1002221"
"1-1002222","21-1002222"
